x,y
0.40000000000000013,-0.6
0.4151898734177217,-0.5924050632911392
0.43037974683544317,-0.5848101265822785
0.4455696202531647,-0.5772151898734177
0.4607594936708862,-0.5696202531645569
0.47594936708860774,-0.5620253164556962
0.49113924050632923,-0.5544303797468354
0.5063291139240508,-0.5468354430379747
0.5215189873417723,-0.5392405063291139
0.5367088607594939,-0.5316455696202531
0.5518987341772154,-0.5240506329113924
0.5670886075949368,-0.5164556962025316
0.5822784810126583,-0.5088607594936708
0.5974683544303798,-0.5012658227848101
0.6126582278481014,-0.49367088607594933
0.6278481012658229,-0.4860759493670886
0.6430379746835444,-0.47848101265822784
0.658227848101266,-0.47088607594936704
0.6734177215189875,-0.4632911392405063
0.688607594936709,-0.45569620253164556
0.7037974683544306,-0.44810126582278476
0.718987341772152,-0.44050632911392407
0.7341772151898736,-0.43291139240506327
0.749367088607595,-0.4253164556962025
0.7645569620253165,-0.4177215189873418
0.7797468354430381,-0.410126582278481
0.7949367088607596,-0.40253164556962023
0.8101265822784811,-0.3949367088607595
0.8253164556962027,-0.3873417721518987
0.8405063291139241,-0.379746835443038
0.8556962025316457,-0.3721518987341772
0.8708860759493672,-0.36455696202531646
0.8860759493670887,-0.3569620253164557
0.9012658227848103,-0.3493670886075949
0.9164556962025318,-0.34177215189873417
0.9316455696202532,-0.3341772151898734
0.9468354430379748,-0.3265822784810126
0.9620253164556963,-0.3189873417721519
0.9772151898734178,-0.31139240506329113
0.9924050632911393,-0.3037974683544304
1.0075949367088608,-0.2962025316455696
1.0227848101265824,-0.28860759493670884
1.037974683544304,-0.2810126582278481
1.0531645569620254,-0.27341772151898736
1.068354430379747,-0.26582278481012656
1.0835443037974684,-0.2582278481012658
1.09873417721519,-0.25063291139240507
1.1139240506329116,-0.24303797468354432
1.1291139240506332,-0.23544303797468352
1.1443037974683545,-0.22784810126582278
1.159493670886076,-0.22025316455696203
1.1746835443037975,-0.21265822784810123
1.189873417721519,-0.2050632911392405
1.2050632911392407,-0.19746835443037974
1.220253164556962,-0.189873417721519
1.2354430379746837,-0.1822784810126582
1.250632911392405,-0.17468354430379746
1.2658227848101267,-0.1670886075949367
1.2810126582278483,-0.15949367088607597
1.2962025316455699,-0.15189873417721517
1.3113924050632912,-0.14430379746835442
1.3265822784810126,-0.13670886075949368
1.3417721518987342,-0.12911392405063293
1.3569620253164558,-0.12151898734177213
1.3721518987341774,-0.11392405063291139
1.3873417721518988,-0.10632911392405064
1.4025316455696204,-0.09873417721518984
1.4177215189873418,-0.09113924050632916
1.4329113924050634,-0.08354430379746836
1.448101265822785,-0.07594936708860756
1.4632911392405064,-0.06835443037974687
1.478481012658228,-0.06075949367088607
1.4936708860759496,-0.05316455696202527
1.508860759493671,-0.04556962025316458
1.5240506329113925,-0.03797468354430378
1.539240506329114,-0.03037974683544309
1.5544303797468355,-0.02278481012658229
1.569620253164557,-0.015189873417721489
1.5848101265822785,-0.0075949367088608
1.6,0.0
